,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_as_Customer,Family_Size,Total_income_familymember,Total_Conv,RecentCmp,Total_spent,Total_spent_percent_income,Total_Purchases,AOV,Total_Purchases_year,%Wine,%Fruit,%Meat,%Fish,%Sweet,%Gold,%WebPurchases,%CatalogPurchases,%StorePurchases,%DealPurchases,products_factor,Deal_purchases,channels_factor,Basic,Graduation,Master,PhD,Married,Single,Together,Widow
67,88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,41,6,2,44097.0,2,3,1236,0.007007199954645955,31,38.625,5.166666666666667,0.007800984193936095,0.00015874095743474614,0.0035036397033811825,0.002279066603170284,0.00027212735560242196,0.00043086831303716807,0.34375,0.3125,0.3125,0.03125,0.3191475454835207,0,0.6585365853658537,0,0,0,0,0,1,0,0
68,69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,62,7,2,34548.0,0,0,544,0.003936495072144956,17,30.22222222222222,2.4285714285714284,0.0035747365983559106,0.0007091582725483386,0.002301146231330323,0.00010130832464976265,0.0011867546601829339,0.0015775153409748755,0.2777777777777778,0.1111111111111111,0.5555555555555556,0.05555555555555555,0.1658855349524853,0,0.26829268292682923,0,1,0,0,0,0,1,0
70,66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,66,8,1,66991.0,0,0,1241,0.009262299976116552,18,65.3157894736842,2.25,0.0037019898195279964,0.0002686928094818707,0.0034332970100461255,0.0014106372497798211,0.0004478213491364512,8.956426982729023e-05,0.21052631578947367,0.42105263157894735,0.3157894736842105,0.15789473684210525,0.20144051661195758,0,0.7509627727856226,0,0,1,0,1,0,0,0
71,51381.5,1,0,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,47,8,2,25690.75,0,0,92,0.0008952464360434,6,13.142857142857142,0.75,0.0004865564454132324,5.8386773449587884e-05,0.0008368770861107597,0.000330858382880998,7.784903126611718e-05,0.000330858382880998,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.03736263736263736,0,0.28222996515679444,0,0,0,0,1,0,0,0
72,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,61,7,2,32515.5,0,0,777,0.005973982039611268,26,28.77777777777778,3.7142857142857144,0.003967338653872768,0.001645369131644908,0.004474788946809983,0.0012916916547492734,0.0005689594193538466,0.0013224462179575894,0.37037037037037035,0.1111111111111111,0.48148148148148145,0.14814814814814814,0.23833471390905536,0,0.33333333333333337,0,1,0,0,1,0,0,0
73,60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,45,7,3,20210.333333333332,1,4,642,0.005294234067818974,19,32.1,2.7142857142857144,0.013977998053800861,0.0001484389173854959,0.0016080882716762053,0.0,0.0001484389173854959,0.00047005657172073694,0.45,0.1,0.4,0.25,0.440020051940934,0,0.39512195121951216,0,0,0,1,1,0,0,0
74,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,68,6,1,28332.0,0,0,56,0.0009882469205520065,7,7.0,1.1666666666666667,0.00024707045037413523,0.00017647889312438233,0.00022942256106169703,7.059155724975294e-05,0.00026471833968657346,0.0001588310038119441,0.25,0.125,0.5,0.125,0.013452156959939678,0,0.32926829268292684,0,1,0,0,1,0,0,0
75,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,43,8,2,20123.0,0,0,12,0.00014907943449201183,3,3.0,0.375,4.9694379565671125e-05,2.4847189782835563e-05,0.00014908313869701337,4.9694379565671125e-05,2.4847189782835563e-05,2.4847189782835563e-05,0.25,0.0,0.5,0.25,0.005611806073963804,0,0.21951219512195122,0,1,0,0,0,0,0,0
76,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,48,8,1,75251.0,0,0,1872,0.012438207622388774,18,98.52631578947368,2.25,0.004790634011508153,0.0007375317271531276,0.006146097726276062,0.0006445097075121925,0.00011959973953834501,0.00011959973953834501,0.3684210526315789,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.30876136361810974,0,0.7047496790757382,0,0,1,0,1,0,0,0
77,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,44,8,1,75825.0,1,3,2158,0.014229947511407697,22,93.82608695652173,2.75,0.006805143422354104,0.0006923837784371909,0.005136828222881635,0.0009033959775799538,0.0006923837784371909,0.00033630069238377845,0.21739130434782608,0.34782608695652173,0.391304347826087,0.0,0.3371408879613627,1,0.6203605514316013,0,1,0,0,0,1,0,0
78,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,44,7,1,26326.0,0,0,9,0.00017092718501918183,3,2.25,0.42857142857142855,1.899263085922662e-05,0.0,9.49631542961331e-05,0.0,5.697789257767986e-05,0.00017093367773303957,0.0,0.0,0.75,0.25,0.0032171533928352283,0,0.0,0,0,0,0,0,0,1,0
79,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,55,7,1,56046.0,1,3,641,0.005718414901778864,19,32.05,2.7142857142857144,0.005147557363594191,0.0,0.0005709595689255255,0.0,0.0,0.0004549834064875281,0.5,0.05,0.4,0.1,0.1614428449276164,0,0.35121951219512193,0,1,0,0,0,0,1,0
80,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,35,8,2,14880.0,0,0,148,0.0024864755888579014,8,16.444444444444443,1.0,0.002150537634408602,0.00013440860215053763,0.00228494623655914,0.00023521505376344087,0.00016801075268817206,0.000571236559139785,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.1252207772066643,0,0.3658536585365854,0,1,0,0,0,1,0,0
81,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,51,7,2,13152.0,0,0,12,0.00022809351834252042,3,3.0,0.42857142857142855,0.00015206812652068127,3.801703163017032e-05,0.0001900851581508516,7.603406326034063e-05,0.0,0.00015206812652068127,0.25,0.0,0.5,0.25,0.009659532415577125,0,0.21951219512195122,0,1,0,0,1,0,0,0
82,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,47,7,2,11779.5,0,0,56,0.0011884550084889642,6,8.0,0.8571428571428571,0.0010611655842777707,0.00021223311685555414,0.0008064858440511057,0.0002971263635977758,0.0,0.000976272337535549,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.05272677574982427,0,0.28222996515679444,0,0,0,0,1,0,0,0
84,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,33,6,1,81361.0,0,0,702,0.00431405324352892,26,26.0,4.333333333333333,0.001001708435245388,0.0001413453620284903,0.0026056710217426038,0.00016592716412040166,0.00039945428399355956,0.0004670542397463158,0.1111111111111111,0.37037037037037035,0.48148148148148145,0.037037037037037035,0.1018420700929827,0,0.5609756097560975,0,1,0,0,0,0,0,0
85,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,60,7,3,9813.333333333334,0,0,53,0.0009001052953364355,5,8.833333333333334,0.7142857142857143,0.0008661684782608696,0.0004076086956521739,0.0007133152173913043,0.0005095108695652174,0.00020380434782608695,0.0001528532608695652,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0445913414879957,0,0.07317073170731711,0,1,0,0,1,0,0,0
86,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,50,7,3,12046.0,1,4,146,0.0020199784166689727,8,16.22222222222222,1.1428571428571428,0.00539598206873651,0.0,0.0006641208699983397,0.0,0.0,0.00020753777187448115,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.17108636216846412,0,0.3658536585365854,0,0,1,0,1,0,0,0
87,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,63,6,2,25194.0,2,4,338,0.003353906606600647,13,24.142857142857142,2.1666666666666665,0.00579503056283242,0.00011907597046915932,0.0007343018178931492,0.0,5.953798523457966e-05,0.0006747638326585695,0.42857142857142855,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.18433345698914883,0,0.3449477351916377,0,1,0,0,0,1,0,0
88,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,47,6,1,79593.0,1,5,1221,0.007670176143930447,18,64.26315789473684,3.0,0.0021986858140791276,0.0003769175681278504,0.003568152978276984,0.0006910155415677258,0.0008355006093500684,0.0009108841229756386,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.05263157894736842,0.16280704802716786,0,0.6123234916559692,0,1,0,0,1,0,0,0
89,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,53,6,2,27089.0,0,0,187,0.0017257609036711642,9,18.7,1.5,0.002491786333936284,0.0001661190889290856,0.000719849385359371,7.383070619070471e-05,0.0,0.00012920373583373326,0.2,0.2,0.5,0.1,0.0906695937972471,0,0.3951219512195122,0,1,0,0,0,0,1,0
90,51381.5,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,63,8,4,12845.375,0,0,550,0.005352016737215979,17,30.555555555555557,2.125,0.008952638595603475,0.0016348296565884609,0.007473507001547249,0.001907301266019871,0.001440207078423168,0.0020629993285521055,0.3888888888888889,0.1111111111111111,0.4444444444444444,0.6666666666666666,0.4637362637362637,0,0.3658536585365854,0,0,0,1,1,0,0,0
91,51381.5,1,1,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,6,3,17127.166666666668,0,0,17,0.00016542597187758478,3,4.25,0.5,0.00020435370707355758,0.0,0.00023354709379835154,5.8386773449587884e-05,0.0,2.9193386724793942e-05,0.25,0.0,0.5,0.25,0.012362637362637362,0,0.21951219512195122,0,1,0,0,0,1,0,0
92,51381.5,0,0,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,47,7,1,51381.5,0,0,967,0.009409818517977911,14,64.46666666666667,2.0,0.004330352364177769,0.000360051769605792,0.0034934752780670084,0.0009536506330099355,0.00027247160943141016,0.00017516032034876365,0.13333333333333333,0.26666666666666666,0.5333333333333333,0.06666666666666667,0.22087912087912087,0,0.42439024390243907,0,0,1,0,0,0,1,0
93,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,48,6,2,21197.0,0,0,28,0.00033022762118174314,4,5.6,0.6666666666666666,0.0003538236542907015,4.71764872387602e-05,0.000235882436193801,0.0,2.35882436193801e-05,9.43529744775204e-05,0.2,0.0,0.6,0.2,0.016648342575950253,0,0.13170731707317077,0,0,1,0,0,1,0,0
94,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,50,6,2,11813.0,0,0,43,0.0009099758750581961,7,5.375,1.1666666666666667,0.0011428087699991536,8.465250148141877e-05,0.0005925675103699314,0.0,0.0,0.0,0.375,0.125,0.375,0.375,0.048992437554826455,0,0.43902439024390244,0,0,0,1,1,0,0,0
95,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,37,6,2,15048.0,0,0,36,0.0005980662524504104,5,6.0,0.8333333333333334,0.0001661350345560872,9.968102073365231e-05,0.0003654970760233918,0.00039872408293460925,0.0001661350345560872,0.0002990430622009569,0.3333333333333333,0.0,0.5,0.16666666666666666,0.015008821587768955,0,0.21951219512195122,0,1,0,0,1,0,0,0
96,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,60,8,2,23958.0,1,4,531,0.005540831020305946,17,29.5,2.125,0.010539277068202688,0.0,0.0005426162450955839,0.0,0.0,0.0015652391685449538,0.3888888888888889,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.31285950619628305,0,0.5609756097560975,0,1,0,0,0,0,0,1
97,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,48,7,3,17271.0,0,0,61,0.0005886439958312425,5,10.166666666666666,0.7142857142857143,0.0014764634358172659,5.790052689479474e-05,0.0002026518441317816,0.0,2.895026344739737e-05,5.790052689479474e-05,0.3333333333333333,0.0,0.5,0.3333333333333333,0.04740409986631978,0,0.21951219512195122,0,1,0,0,0,0,0,0
98,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,69,7,1,78497.0,1,1,755,0.004809039720757217,24,30.2,3.4285714285714284,0.0013185217269449788,0.0001656114246404321,0.0028472425697797367,0.00047772526338586186,0.0,0.0014204364498006292,0.2,0.28,0.48,0.04,0.1176061638528357,0,0.4829268292682927,0,0,0,0,1,0,0,0
99,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,37,7,1,50150.0,0,0,399,0.003977986480827899,14,26.6,2.0,0.001345962113659023,0.00045862412761714854,0.0009172482552342971,0.0006480558325024925,0.0006081754735792623,0.00010967098703888335,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.13333333333333333,0.06389403492818249,0,0.36585365853658536,0,0,0,1,1,0,0,0
100,47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,60,7,2,23911.5,0,0,62,0.0006482101037136166,5,10.333333333333334,0.7142857142857143,0.0011082533508981033,2.0910440582983082e-05,0.00010455220291491542,4.1820881165966165e-05,2.0910440582983082e-05,0.00020910440582983084,0.3333333333333333,0.0,0.5,0.3333333333333333,0.03423943327650749,0,0.21951219512195122,0,0,0,0,0,1,0,0
101,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,61,6,2,17277.0,0,0,50,0.0007234843003906816,5,8.333333333333334,0.8333333333333334,0.001186548590611796,2.8940209527116978e-05,0.00017364125716270185,5.7880419054233955e-05,0.0,0.00014470104763558488,0.3333333333333333,0.0,0.5,0.3333333333333333,0.03840032673814581,0,0.21951219512195122,0,0,0,1,0,1,0,0
102,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,41,7,2,42846.5,0,0,1058,0.006173127640208183,25,40.69230769230769,3.5714285714285716,0.004504451938898159,0.002007165112669646,0.0021355303233636354,0.002158869452580724,0.001540382528327868,0.0012953216715484346,0.34615384615384615,0.19230769230769232,0.4230769230769231,0.07692307692307693,0.18745727945516727,0,0.4559099437148218,0,1,0,0,0,0,1,0
103,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,75,7,1,65846.0,0,0,1039,0.007889501419958388,15,64.9375,2.142857142857143,0.00426753333535826,0.0006150715305409592,0.0020957992892506757,0.0006074780548552684,0.0003037390274276342,0.0006150715305409592,0.375,0.1875,0.375,0.0625,0.17964701936887034,0,0.49390243902439024,0,0,0,1,1,0,0,0
104,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,61,6,1,87195.0,0,0,1059,0.0060725262626726,19,52.95,3.1666666666666665,0.0012443374046676987,0.00043580480532140605,0.0039566488904180285,0.00028671368771145133,0.0001490911176099547,0.00021790240266070303,0.15,0.55,0.25,0.05,0.1468321303961249,0,0.9219512195121952,0,1,0,0,1,0,0,0
105,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,41,7,2,12297.0,0,0,20,0.0004065867046147591,4,4.0,0.5714285714285714,4.06603236561763e-05,0.00012198097096852891,0.00024396194193705782,0.000406603236561763,0.0,0.00036594291290558675,0.2,0.0,0.6,0.2,0.008035340076691627,0,0.13170731707317077,1,0,0,0,0,0,1,0
106,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,56,7,3,16365.333333333334,0,0,180,0.001833105892417052,9,18.0,1.2857142857142858,0.004399543751018413,3.0552387159850086e-05,0.0009776763891152028,6.110477431970017e-05,3.0552387159850086e-05,0.00021386671011895062,0.4,0.1,0.4,0.4,0.15180749265399748,0,0.39512195121951216,0,1,0,0,1,0,0,0
107,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,51,7,3,17471.0,0,0,845,0.008060823444117984,22,36.73913043478261,3.142857142857143,0.008442561959819128,0.00303359853471467,0.007755709461393166,0.0021464140575811344,0.0028046477019060155,0.0018602255165703165,0.2608695652173913,0.17391304347826086,0.5217391304347826,0.17391304347826086,0.4573030126533074,0,0.3531283138918346,0,1,0,0,1,0,0,0
108,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,42,8,2,19278.5,0,0,118,0.0015301623528191297,7,14.75,0.875,0.0019711077106621365,7.780688331561066e-05,0.0008040044609279768,0.00010374251108748087,0.00010374251108748087,0.0007002619498404958,0.375,0.125,0.375,0.25,0.07834583848602056,0,0.43902439024390244,0,1,0,0,0,1,0,0
109,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,60,8,1,89058.0,0,0,807,0.004530704364522395,13,57.642857142857146,1.625,0.0025489007163870736,0.001089177839160996,0.0005951177884075547,0.00017404388151541692,0.00012351501268836038,0.00024141570661815896,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.08876065209016769,0,0.6585365853658537,0,0,1,0,1,0,0,0
110,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,41,7,2,38649.0,0,0,890,0.0057568661949054965,23,37.083333333333336,3.2857142857142856,0.0054982017645993425,0.0014877487127739398,0.0037775880359129602,0.000297549742554788,0.0004527930864964165,0.0010220186809490543,0.25,0.25,0.4583333333333333,0.041666666666666664,0.2618703261730895,0,0.47560975609756106,0,1,0,0,0,0,1,0
111,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,29,8,1,68126.0,1,4,1734,0.012726231890439914,16,102.0,2.0,0.00977600328802513,0.00012476881073305345,0.002282535302234096,0.00016880486158001352,0.0003743064321991604,0.000631183395473094,0.4117647058823529,0.23529411764705882,0.29411764705882354,0.058823529411764705,0.3404317585579145,0,0.6068866571018652,0,0,0,1,0,1,0,0
112,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,57,6,2,28644.0,1,4,548,0.004782768070659289,17,30.444444444444443,2.8333333333333335,0.0091991341991342,0.0,0.00036656891495601173,0.0,0.0,0.0010473397570171764,0.4444444444444444,0.05555555555555555,0.4444444444444444,0.16666666666666666,0.27005504096517924,0,0.3170731707317074,0,0,1,0,0,0,1,0
113,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,29,7,1,86037.0,2,5,708,0.004114461052093261,24,28.32,3.4285714285714284,0.002847612073875193,0.0002557039413275684,0.0007264316514987738,0.00016853214314771552,0.0001162290642398038,0.0001278519706637842,0.24,0.28,0.44,0.04,0.10090094927214423,0,0.518048780487805,0,1,0,0,0,1,0,0
114,43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,40,8,2,21987.0,0,0,479,0.005446276293348494,16,28.176470588235293,2.0,0.008595988538681949,0.0,0.002296811752399145,0.0,0.0,0.001637331150225133,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.3075211088770238,0,0.5552367288378767,0,0,0,1,1,0,0,0
115,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,58,7,3,16928.333333333332,0,0,87,0.0008565352656243846,6,12.428571428571429,0.8571428571428571,0.0018903219454563358,2.9536280397755246e-05,0.0006202618883528601,0.0,2.9536280397755246e-05,0.0007974795707393916,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0708777820092677,0,0.4076655052264809,0,1,0,0,0,1,0,0
116,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,50,6,1,90765.0,2,5,1691,0.009315162065090452,15,105.6875,2.5,0.003013276042527406,0.0005453644025780862,0.004473089847408142,0.0008318184322150608,0.00045171596981215224,0.00018178813419269542,0.25,0.375,0.3125,0.0,0.21135203789765022,1,0.7134146341463415,0,1,0,0,1,0,0,0
118,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,53,7,3,10251.0,0,0,51,0.0008291604344150354,5,8.5,0.7142857142857143,0.000585308750365818,0.00024387864598575748,0.0012193932299287874,0.0,0.0004389815627743635,0.0014632718759145448,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.050949612527751244,0,0.36585365853658536,0,0,0,0,0,0,1,0
119,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,51,7,2,10959.0,0,0,30,0.0006843377891327159,5,5.0,0.7142857142857143,4.562460078474313e-05,0.0002737476047084588,0.00031937220549320194,0.0005018706086321745,0.00022812300392371568,0.0001368738023542294,0.3333333333333333,0.0,0.5,0.3333333333333333,0.010304441429544085,0,0.21951219512195122,0,1,0,0,0,0,1,0
120,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,7,2,28064.5,0,0,612,0.005451630144307857,18,32.21052631578947,2.5714285714285716,0.005701152701811898,0.0008551729052717847,0.00236954159169057,0.000694827985533325,0.0012827593579076769,0.0008551729052717847,0.3157894736842105,0.10526315789473684,0.5263157894736842,0.21052631578947367,0.22784855980307533,0,0.28883183568677795,0,0,1,0,0,0,1,0
121,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,53,6,2,16278.5,0,0,70,0.0010750046071626022,6,10.0,1.0,0.001044322265565009,9.21460822557361e-05,0.0008907454618054489,0.0,0.00012286144300764813,0.0003071536075191203,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.05463004529334351,0,0.4076655052264809,0,0,1,0,0,1,0,0
122,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,35,7,3,6503.333333333333,0,0,23,0.0005894111014299626,4,4.6,0.5714285714285714,0.0006919528446950282,0.0,0.0005381855458739108,0.00023065094823167606,0.0003075345976422348,0.0005381855458739108,0.2,0.0,0.6,0.4,0.03472876687638349,0,0.13170731707317077,0,0,1,0,1,0,0,0
123,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,44,7,2,15496.0,0,0,41,0.0006614396799277257,4,8.2,0.5714285714285714,0.0005485286525554982,0.0,0.00045172947857511617,0.00022586473928755808,9.679917398038203e-05,6.453278265358803e-05,0.2,0.0,0.6,0.2,0.028238880859718495,0,0.13170731707317077,0,1,0,0,0,0,0,0
124,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,37,7,1,101970.0,3,5,967,0.004741544164517363,27,34.535714285714285,3.857142857142857,0.0035402569383151906,0.0001323918799646955,0.0005001471020888497,0.0002157497303128371,0.000353045013239188,0.0008237716975581053,0.21428571428571427,0.2857142857142857,0.4642857142857143,0.0,0.11406704406704407,1,0.5017421602787456,0,1,0,0,0,1,0,0
125,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,55,7,1,71488.0,0,0,387,0.0027067101232357425,14,25.8,2.0,0.0011330572963294538,0.00023080796777081469,0.00086727842435094,0.00027976723366159354,0.0001958370635631155,0.0012029991047448523,0.2,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.05647266474293387,0,0.4829268292682927,0,0,0,0,0,0,1,0
126,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,36,7,1,79607.0,0,0,1707,0.010721284293035876,15,106.6875,2.142857142857143,0.00282638461441833,0.0008353536749280842,0.0059730928184707375,0.0010865878628763801,0.0,0.0013566646149207984,0.1875,0.375,0.375,0.0625,0.2484232690758185,0,0.6585365853658537,0,1,0,0,0,1,0,0
127,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,67,6,3,18116.0,0,0,86,0.0007911829104491344,6,12.285714285714286,1.0,0.0019319938176197836,0.0,0.00044159858688452196,0.0,0.0,0.00011039964672113049,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.06701029567694396,0,0.15679442508710806,0,0,1,0,1,0,0,0
128,51381.5,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,59,7,2,25690.75,0,0,389,0.0037853354741400284,14,25.933333333333334,2.0,0.006850714751418312,0.0,0.000525480961046291,0.00019462257816529297,0.0,0.00029193386724793945,0.4,0.06666666666666667,0.4666666666666667,0.2,0.20824175824175825,0,0.3073170731707317,0,0,0,1,1,0,0,0
129,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,64,6,3,25792.0,0,0,649,0.004193752665520762,19,32.45,3.1666666666666665,0.009537841191066997,0.00036833126550868487,0.0021324441687344915,0.00031017369727047146,0.0002326302729528536,0.0002326302729528536,0.3,0.15,0.5,0.2,0.32947075121683533,0,0.351219512195122,0,0,0,1,0,0,1,0
